key,title,authors,venue,year,type,doi,url,ee,title_clean,authors_clean,first_author,title_author_combined
conf/empirical /deeplearningfornatur17,Deep Learning for Natural Language Processing,I. Lee | D. Martin | Xavier Gonzalez,Empirical Methods in Natural Language Processing,2022,Conference Paper,10.8170/297399,https://dblp.org/rec/conf/empirical /deeplearningfornatur17,https://doi.org/10.5797/408359,Deep Learning for Natural Language Processing,I. Lee | D. Martin | Xavier Gonzalez,I. Lee,Deep Learning for Natural Language Processing I. Lee
conf/journal of/explainableai:method313,Explainable AI: Methods and Challenges,C. White | Jane Miller,Journal of Machine Learning Research,2020,Conference Paper,10.3870/421823,https://dblp.org/rec/conf/journal of/explainableai:method313,https://doi.org/10.4890/592289,Explainable AI: Methods and Challenges,C. White | Jane Miller,C. White,Explainable AI: Methods and Challenges C. White
conf/acl/questionansweringsys478,Question Answering Systems using BERT - A Survey,Sam Martin | W. Jackson | W. Anderson | A. Garcia,ACL,2023,Conference Paper,10.2370/658293,https://dblp.org/rec/conf/acl/questionansweringsys478,,Question Answering Systems using BERT - A Survey,Sam Martin | W. Jackson | W. Anderson | A. Garcia,Sam Martin,Question Answering Systems using BERT - A Survey Sam Martin
conf/computer v/sentimentanalysiswit507,Sentiment Analysis with Deep Learning - A Survey,D. Rodriguez,Computer Vision and Pattern Recognition,2021,Conference Paper,,https://dblp.org/rec/conf/computer v/sentimentanalysiswit507,https://doi.org/10.5180/134687,Sentiment Analysis with Deep Learning - A Survey,D. Rodriguez,D. Rodriguez,Sentiment Analysis with Deep Learning - A Survey D. Rodriguez
conf/eccv/graphneuralnetworksf183,Graph Neural Networks for Social Network Analysis,Tina Williams,ECCV,2020,Conference Paper,10.6923/963633,https://dblp.org/rec/conf/eccv/graphneuralnetworksf183,,Graph Neural Networks for Social Network Analysis,Tina Williams,Tina Williams,Graph Neural Networks for Social Network Analysis Tina Williams
conf/neural inf/questionansweringsys475,Question Answering Systems using BERT,Quinn Rodriguez | Alice Thomas,Neural Information Processing Systems,2020,Conference Paper,10.7294/163954,https://dblp.org/rec/conf/neural inf/questionansweringsys475,,Question Answering Systems using BERT,Quinn Rodriguez | Alice Thomas,Quinn Rodriguez,Question Answering Systems using BERT Quinn Rodriguez
conf/empirical /deeplearningfornatur6,Deep Learning for Natural Language Processing,Zack Smith | Yara Jones | Noah Sanchez,Empirical Methods in Natural Language Processing,2023,Conference Paper,10.5096/228697,https://dblp.org/rec/conf/empirical /deeplearningfornatur6,https://doi.org/10.1813/344999,Deep Learning for Natural Language Processing,Zack Smith | Yara Jones | Noah Sanchez,Zack Smith,Deep Learning for Natural Language Processing Zack Smith
conf/artificial/reinforcementlearnin191,Reinforcement Learning for Game Playing,Peter Clark | John Perez | Alice Taylor | T. Garcia,Artificial Intelligence Journal,2024,Conference Paper,10.6655/650985,https://dblp.org/rec/conf/artificial/reinforcementlearnin191,,Reinforcement Learning for Game Playing,Peter Clark | John Perez | Alice Taylor | T. Garcia,Peter Clark,Reinforcement Learning for Game Playing Peter Clark
conf/kdd/naturallanguageproce210,Natural Language Processing with Transformers,Yara Lee,KDD,2021,Conference Paper,10.6380/988310,https://dblp.org/rec/conf/kdd/naturallanguageproce210,https://doi.org/10.1175/386653,Natural Language Processing with Transformers,Yara Lee,Yara Lee,Natural Language Processing with Transformers Yara Lee
conf/internatio/few-shotlearninginco278,Few-Shot Learning in Computer Vision,Kate Thomas | Carol Jones | K. Moore,International Conference on Machine Learning,2024,Conference Paper,10.3261/496466,https://dblp.org/rec/conf/internatio/few-shotlearninginco278,,Few-Shot Learning in Computer Vision,Kate Thomas | Carol Jones | K. Moore,Kate Thomas,Few-Shot Learning in Computer Vision Kate Thomas
conf/recsys/asurveyofdeeplearnin58,A Survey of Deep Learning Techniques,B. Jones | R. Perez | Jane Thompson | Olivia Moore,RecSys,2021,Conference Paper,10.4070/681175,https://dblp.org/rec/conf/recsys/asurveyofdeeplearnin58,https://doi.org/10.9626/655958,A Survey of Deep Learning Techniques,B. Jones | R. Perez | Jane Thompson | Olivia Moore,B. Jones,A Survey of Deep Learning Techniques B. Jones
conf/journal of/textsummarizationusi540,Text Summarization using Neural Networks,Leo White | J. Lopez | Z. Taylor | E. Jones,Journal of Machine Learning Research,2024,Conference Paper,10.9098/832882,https://dblp.org/rec/conf/journal of/textsummarizationusi540,,Text Summarization using Neural Networks,Leo White | J. Lopez | Z. Taylor | E. Jones,Leo White,Text Summarization using Neural Networks Leo White
conf/sigir/meta-learningalgorit294,Meta-Learning Algorithms and Applications,Yara Gonzalez,SIGIR,2021,Conference Paper,10.8005/861416,https://dblp.org/rec/conf/sigir/meta-learningalgorit294,https://doi.org/10.9585/280125,Meta-Learning Algorithms and Applications,Yara Gonzalez,Yara Gonzalez,Meta-Learning Algorithms and Applications Yara Gonzalez
conf/aaai/automl:automatedmach355,AutoML: Automated Machine Learning Systems,Bob Thompson | Carol Moore | B. Clark,AAAI,2024,Conference Paper,10.9105/554776,https://dblp.org/rec/conf/aaai/automl:automatedmach355,,AutoML: Automated Machine Learning Systems,Bob Thompson | Carol Moore | B. Clark,Bob Thompson,AutoML: Automated Machine Learning Systems Bob Thompson
conf/neural inf/speechrecognitionwit560,Speech Recognition with Deep Learning,Leo Anderson | P. Perez,Neural Information Processing Systems,2020,Conference Paper,10.2572/421207,https://dblp.org/rec/conf/neural inf/speechrecognitionwit560,https://doi.org/10.9175/146517,Speech Recognition with Deep Learning,Leo Anderson | P. Perez,Leo Anderson,Speech Recognition with Deep Learning Leo Anderson
conf/acl/namedentityrecogniti530,Named Entity Recognition in NLP,L. Lee | Henry Brown,ACL,2022,Conference Paper,10.7530/612719,https://dblp.org/rec/conf/acl/namedentityrecogniti530,https://doi.org/10.3297/444176,Named Entity Recognition in NLP,L. Lee | Henry Brown,L. Lee,Named Entity Recognition in NLP L. Lee
conf/naacl/neuralnetworksforima29,Neural Networks for Image Recognition,Y. Thompson | Wendy Gonzalez | John Sanchez,NAACL,2023,Conference Paper,10.9477/522158,https://dblp.org/rec/conf/naacl/neuralnetworksforima29,https://doi.org/10.3905/148077,Neural Networks for Image Recognition,Y. Thompson | Wendy Gonzalez | John Sanchez,Y. Thompson,Neural Networks for Image Recognition Y. Thompson
conf/journal of/automl:automatedmach375,A Study on AutoML: Automated Machine Learning Systems,Henry Thompson | G. Rodriguez | Noah Hernandez,Journal of Machine Learning Research,2022,Conference Paper,10.8549/873891,https://dblp.org/rec/conf/journal of/automl:automatedmach375,https://doi.org/10.7146/553332,A Study on AutoML: Automated Machine Learning Systems,Henry Thompson | G. Rodriguez | Noah Hernandez,Henry Thompson,A Study on AutoML: Automated Machine Learning Systems Henry Thompson
conf/neurips/recurrentneuralnetwo120,Recurrent Neural Networks for Sequence Modeling,Henry Sanchez | Frank Brown | Quinn Moore,NeurIPS,2023,Conference Paper,10.2482/830144,https://dblp.org/rec/conf/neurips/recurrentneuralnetwo120,https://doi.org/10.8907/762679,Recurrent Neural Networks for Sequence Modeling,Henry Sanchez | Frank Brown | Quinn Moore,Henry Sanchez,Recurrent Neural Networks for Sequence Modeling Henry Sanchez
conf/neural inf/transferlearningforc149,Transfer Learning for Computer Vision Tasks - A Survey,U. Johnson | Victor Harris | Jack Thompson,Neural Information Processing Systems,2022,Conference Paper,10.9667/215034,https://dblp.org/rec/conf/neural inf/transferlearningforc149,https://doi.org/10.3569/545275,Transfer Learning for Computer Vision Tasks - A Survey,U. Johnson | Victor Harris | Jack Thompson,U. Johnson,Transfer Learning for Computer Vision Tasks - A Survey U. Johnson
conf/recsys/imagesegmentationusi596,Image Segmentation using U-Net,Z. Jones | Sam Gonzalez | David Jackson | Iris Gonzalez,RecSys,2023,Conference Paper,10.7332/563425,https://dblp.org/rec/conf/recsys/imagesegmentationusi596,https://doi.org/10.3884/544555,Image Segmentation using U-Net,Z. Jones | Sam Gonzalez | David Jackson | Iris Gonzalez,Z. Jones,Image Segmentation using U-Net Z. Jones
conf/kdd/federatedlearningfor340,Federated Learning for Privacy-Preserving ML,Jack Thompson | Henry Taylor | Carol Jones,KDD,2023,Conference Paper,,https://dblp.org/rec/conf/kdd/federatedlearningfor340,https://doi.org/10.3393/769757,Federated Learning for Privacy-Preserving ML,Jack Thompson | Henry Taylor | Carol Jones,Jack Thompson,Federated Learning for Privacy-Preserving ML Jack Thompson
conf/empirical /recurrentneuralnetwo122,Recurrent Neural Networks for Sequence Modeling,John Jackson | Henry Anderson | Iris Miller,Empirical Methods in Natural Language Processing,2020,Conference Paper,10.5100/734630,https://dblp.org/rec/conf/empirical /recurrentneuralnetwo122,https://doi.org/10.7152/518565,Recurrent Neural Networks for Sequence Modeling,John Jackson | Henry Anderson | Iris Miller,John Jackson,Recurrent Neural Networks for Sequence Modeling John Jackson
conf/internatio/imagesegmentationusi576,Image Segmentation using U-Net,O. Gonzalez | Uma Garcia,International Conference on Machine Learning,2024,Conference Paper,,https://dblp.org/rec/conf/internatio/imagesegmentationusi576,,Image Segmentation using U-Net,O. Gonzalez | Uma Garcia,O. Gonzalez,Image Segmentation using U-Net O. Gonzalez
conf/ieee trans/bert:pre-trainingfor235,BERT: Pre-training for Language Understanding,Yara Lopez | J. Rodriguez | Iris Taylor | Jack Rodriguez,IEEE Transactions on Pattern Analysis and Machine Intelligence,2023,Conference Paper,10.3544/705419,https://dblp.org/rec/conf/ieee trans/bert:pre-trainingfor235,https://doi.org/10.8968/656442,BERT: Pre-training for Language Understanding,Yara Lopez | J. Rodriguez | Iris Taylor | Jack Rodriguez,Yara Lopez,BERT: Pre-training for Language Understanding Yara Lopez
conf/computer v/deeplearningfornatur19,Deep Learning for NLP,Mary Davis | R. Thompson,Computer Vision and Pattern Recognition,2020,Conference Paper,10.8142/619064,https://dblp.org/rec/conf/computer v/deeplearningfornatur19,,Deep Learning for NLP,Mary Davis | R. Thompson,Mary Davis,Deep Learning for NLP Mary Davis
conf/acl/speechrecognitionwit558,Speech Recognition with Deep Learning,Q. Lopez | Iris Jackson,ACL,2024,Conference Paper,10.4687/614576,https://dblp.org/rec/conf/acl/speechrecognitionwit558,https://doi.org/10.8957/368192,Speech Recognition with Deep Learning,Q. Lopez | Iris Jackson,Q. Lopez,Speech Recognition with Deep Learning Q. Lopez
conf/wsdm/convolutionalneuraln80,CONVOLUTIONAL NEURAL NETWORKS FOR OBJECT DETECTION,Peter Rodriguez,WSDM,2024,Conference Paper,10.2891/192256,https://dblp.org/rec/conf/wsdm/convolutionalneuraln80,https://doi.org/10.2432/237878,CONVOLUTIONAL NEURAL NETWORKS FOR OBJECT DETECTION,Peter Rodriguez,Peter Rodriguez,CONVOLUTIONAL NEURAL NETWORKS FOR OBJECT DETECTION Peter Rodriguez
conf/ieee trans/imagesegmentationusi575,Image Segmentation using U-Net,H. Hernandez | Olivia Anderson | Leo Jackson | Rachel Rodriguez,IEEE Transactions on Pattern Analysis and Machine Intelligence,2021,Conference Paper,10.6887/507057,https://dblp.org/rec/conf/ieee trans/imagesegmentationusi575,https://doi.org/10.8242/247283,Image Segmentation using U-Net,H. Hernandez | Olivia Anderson | Leo Jackson | Rachel Rodriguez,H. Hernandez,Image Segmentation using U-Net H. Hernandez
conf/associatio/naturallanguageproce218,Natural Language Processing with Transformers,D. Harris | Frank Lopez | Iris Smith,Association for Computational Linguistics,2020,Conference Paper,,https://dblp.org/rec/conf/associatio/naturallanguageproce218,https://doi.org/10.4437/980050,Natural Language Processing with Transformers,D. Harris | Frank Lopez | Iris Smith,D. Harris,Natural Language Processing with Transformers D. Harris
conf/empirical /reinforcementlearnin192,Reinforcement Learning for Game Playing,Emma Taylor | Bob Martinez | Xavier Garcia,Empirical Methods in Natural Language Processing,2024,Conference Paper,10.9660/247367,https://dblp.org/rec/conf/empirical /reinforcementlearnin192,https://doi.org/10.1987/718877,Reinforcement Learning for Game Playing,Emma Taylor | Bob Martinez | Xavier Garcia,Emma Taylor,Reinforcement Learning for Game Playing Emma Taylor
conf/cvpr/imagesegmentationusi597,Image Segmentation using U-Net,Leo Lopez | David Williams,CVPR,2024,Conference Paper,10.8317/914947,https://dblp.org/rec/conf/cvpr/imagesegmentationusi597,,Image Segmentation using U-Net,Leo Lopez | David Williams,Leo Lopez,Image Segmentation using U-Net Leo Lopez
conf/emnlp/attentionmechanismsi138,Attention Mechanisms in Neural Machine Translation,Quinn Thomas | Yara Johnson,EMNLP,2024,Conference Paper,,https://dblp.org/rec/conf/emnlp/attentionmechanismsi138,,Attention Mechanisms in Neural Machine Translation,Quinn Thomas | Yara Johnson,Quinn Thomas,Attention Mechanisms in Neural Machine Translation Quinn Thomas
conf/acl/meta-learningalgorit301,Meta-Learning Algorithms and Applications,Yara Jones | Mary Gonzalez,ACL,2021,Conference Paper,10.3907/559467,https://dblp.org/rec/conf/acl/meta-learningalgorit301,https://doi.org/10.7636/480062,Meta-Learning Algorithms and Applications,Yara Jones | Mary Gonzalez,Yara Jones,Meta-Learning Algorithms and Applications Yara Jones
conf/computer v/imagesegmentationusi595,Image Segmentation using U-Net,T. Garcia,Computer Vision and Pattern Recognition,2024,Conference Paper,10.6446/329773,https://dblp.org/rec/conf/computer v/imagesegmentationusi595,https://doi.org/10.1646/985947,Image Segmentation using U-Net,T. Garcia,T. Garcia,Image Segmentation using U-Net T. Garcia
conf/naacl/imagesegmentationusi591,Image Segmentation using U-Net,Carol Davis | Iris Garcia,NAACL,2023,Conference Paper,,https://dblp.org/rec/conf/naacl/imagesegmentationusi591,https://doi.org/10.7623/833290,Image Segmentation using U-Net,Carol Davis | Iris Garcia,Carol Davis,Image Segmentation using U-Net Carol Davis
conf/kdd/deeplearningfornatur12,Deep Learning for Natural Language Processing,Quinn Gonzalez | Noah Thompson | Noah Moore,KDD,2021,Conference Paper,10.3350/618765,https://dblp.org/rec/conf/kdd/deeplearningfornatur12,,Deep Learning for Natural Language Processing,Quinn Gonzalez | Noah Thompson | Noah Moore,Quinn Gonzalez,Deep Learning for Natural Language Processing Quinn Gonzalez
conf/iccv/sentimentanalysiswit512,SENTIMENT ANALYSIS WITH DEEP LEARNING,Iris Williams | Quinn Thompson | Olivia Brown | Uma Thompson,ICCV,2023,Conference Paper,,https://dblp.org/rec/conf/iccv/sentimentanalysiswit512,https://doi.org/10.2893/338411,SENTIMENT ANALYSIS WITH DEEP LEARNING,Iris Williams | Quinn Thompson | Olivia Brown | Uma Thompson,Iris Williams,SENTIMENT ANALYSIS WITH DEEP LEARNING Iris Williams
conf/cvpr/reinforcementlearnin193,Reinforcement Learning for Game Playing,Wendy Thompson,CVPR,2020,Conference Paper,10.9400/902598,https://dblp.org/rec/conf/cvpr/reinforcementlearnin193,https://doi.org/10.1739/415596,Reinforcement Learning for Game Playing,Wendy Thompson,Wendy Thompson,Reinforcement Learning for Game Playing Wendy Thompson
conf/naacl/naturallanguageproce228,Natural Language Processing with Transformers,Alice Moore | A. Thompson | Grace Wilson,NAACL,2023,Conference Paper,10.6071/410711,https://dblp.org/rec/conf/naacl/naturallanguageproce228,https://doi.org/10.9237/775477,Natural Language Processing with Transformers,Alice Moore | A. Thompson | Grace Wilson,Alice Moore,Natural Language Processing with Transformers Alice Moore
conf/journal of/reinforcementlearnin204,Reinforcement Learning for Game Playing,Y. Martinez,Journal of Machine Learning Research,2023,Conference Paper,10.1204/367956,https://dblp.org/rec/conf/journal of/reinforcementlearnin204,,Reinforcement Learning for Game Playing,Y. Martinez,Y. Martinez,Reinforcement Learning for Game Playing Y. Martinez
conf/journal of/explainableai:method315,Explainable AI: Methods and Challenges,Yara Perez | Tina Williams | Xavier Perez,Journal of Machine Learning Research,2022,Conference Paper,10.1483/181662,https://dblp.org/rec/conf/journal of/explainableai:method315,https://doi.org/10.2311/400777,Explainable AI: Methods and Challenges,Yara Perez | Tina Williams | Xavier Perez,Yara Perez,Explainable AI: Methods and Challenges Yara Perez
conf/icml/few-shotlearninginco292,Few-Shot Learning in Computer Vision,Quinn Gonzalez | Henry Jones,ICML,2022,Conference Paper,10.8012/909937,https://dblp.org/rec/conf/icml/few-shotlearninginco292,https://doi.org/10.9700/402528,Few-Shot Learning in Computer Vision,Quinn Gonzalez | Henry Jones,Quinn Gonzalez,Few-Shot Learning in Computer Vision Quinn Gonzalez
